dist,station,value,date
Tiruppur,Palladam,1.4,29-11-2008
Tiruppur,Kangeyam,1,29-11-2008
Tiruppur,Avinashi,37,30-11-2008
Tiruppur,Udumalpet,4,30-11-2008
Tiruppur,Dharapuram,3,30-11-2008
Tiruppur,Palladam,2,30-11-2008
Tiruppur,Dharapuram,10,01-12-2008
Tiruppur,Avinashi,4.5,01-12-2008
Tiruppur,Udumalpet,4,01-12-2008
Tiruppur,District Collector Office,4,01-12-2008
Tiruppur,Palladam,1,01-12-2008
Tiruppur,moolanur,17,09-12-2008
Tiruppur,Udumalpet,16,09-12-2008
Tiruppur,Dharapuram,8,09-12-2008
Tiruppur,Kangeyam,5.6,09-12-2008
Tiruppur,Avinashi,3,09-12-2008
Tiruppur,District Collector Office,1,09-12-2008
Tiruppur,Udumalpet,17,10-12-2008
Tiruppur,Dharapuram,15,10-12-2008
Tiruppur,moolanur,8,10-12-2008
Tiruppur,Palladam,2,10-12-2008
Tiruppur,District Collector Office,1,10-12-2008
Tiruppur,Kangeyam,12.6,11-12-2008
Tiruppur,Palladam,3,11-12-2008
Tiruppur,Dharapuram,2,11-12-2008
Tiruppur,Udumalpet,2,11-12-2008
Tiruppur,District Collector Office,2,11-12-2008
Tiruppur,Dharapuram,4,14-12-2008
Tiruppur,Udumalpet,2.6,14-12-2008
Tiruppur,District Collector Office,2,14-12-2008
Tiruppur,Avinashi,2,14-12-2008
Tiruppur,Udumalpet,13,15-12-2008
Tiruppur,Dharapuram,10,15-12-2008
Tiruppur,moolanur,8,15-12-2008
Tiruppur,District Collector Office,1,15-12-2008
Tiruppur,Palladam,1,15-12-2008
Tiruppur,Udumalpet,11,16-12-2008
Tiruppur,Dharapuram,10,16-12-2008
Tiruppur,moolanur,7,16-12-2008
Tiruppur,Kangeyam,1.6,16-12-2008
Tiruppur,District Collector Office,1,16-12-2008
Tiruppur,Palladam,1,16-12-2008
Tiruppur,Udumalpet,6,27-01-2009
Tiruppur,District Collector Office,1,27-01-2009
Tiruppur,Udumalpet,26,13-03-2009
Tiruppur,Udumalpet,4,16-03-2009
Tiruppur,Dharapuram,2,16-03-2009
Tiruppur,Udumalpet,15,28-03-2009
Tiruppur,Avinashi,14.5,21-04-2009
Tiruppur,Kangeyam,14.2,22-04-2009
Tiruppur,Dharapuram,108,05-05-2009
Tiruppur,moolanur,80,05-05-2009
Tiruppur,Palladam,59,05-05-2009
Tiruppur,Kangeyam,20.6,05-05-2009
Tiruppur,Avinashi,2,05-05-2009
Tiruppur,Udumalpet,1.4,05-05-2009
Tiruppur,Kangeyam,9,07-05-2009
Tiruppur,District Collector Office,17.5,09-05-2009
Tiruppur,Palladam,17,09-05-2009
Tiruppur,Avinashi,5.5,09-05-2009
Tiruppur,Kangeyam,40.8,13-05-2009
Tiruppur,Udumalpet,12,13-05-2009
Tiruppur,Avinashi,7,13-05-2009
Tiruppur,Kangeyam,32,16-05-2009
Tiruppur,Avinashi,22.5,19-05-2009
Tiruppur,Udumalpet,3.4,19-05-2009
Tiruppur,District Collector Office,1.5,19-05-2009
Tiruppur,District Collector Office,7.5,20-05-2009
Tiruppur,Avinashi,5,20-05-2009
Tiruppur,Udumalpet,1.4,20-05-2009
Tiruppur,Udumalpet,1,07-06-2009
Tiruppur,Udumalpet,5,08-06-2009
Tiruppur,Kangeyam,2.8,01-07-2009
Tiruppur,Udumalpet,1.6,05-07-2009
Tiruppur,Avinashi,1,05-07-2009
Tiruppur,Udumalpet,5,06-07-2009
Tiruppur,Udumalpet,4.6,07-07-2009
Tiruppur,Udumalpet,4,09-07-2009
Tiruppur,Udumalpet,1.6,10-07-2009
Tiruppur,Udumalpet,3.8,14-07-2009
Tiruppur,Udumalpet,1,16-07-2009
Tiruppur,Udumalpet,7,17-07-2009
Tiruppur,Avinashi,5,17-07-2009
Tiruppur,District Collector Office,2,17-07-2009
Tiruppur,Palladam,1,17-07-2009
Tiruppur,Udumalpet,5,18-07-2009
Tiruppur,Avinashi,1,18-07-2009
Tiruppur,Palladam,1,18-07-2009
Tiruppur,Udumalpet,2.4,20-07-2009
Tiruppur,District Collector Office,0.5,30-07-2009
Tiruppur,Avinashi,1,11-08-2009
Tiruppur,Avinashi,2,15-08-2009
Tiruppur,District Collector Office,1.5,15-08-2009
Tiruppur,Dharapuram,64,17-08-2009
Tiruppur,Avinashi,50,17-08-2009
Tiruppur,moolanur,22,17-08-2009
Tiruppur,Kangeyam,16.8,17-08-2009
Tiruppur,District Collector Office,7.2,17-08-2009
Tiruppur,Udumalpet,4,17-08-2009
Tiruppur,Avinashi,42,19-08-2009
Tiruppur,Palladam,27,19-08-2009
Tiruppur,District Collector Office,15.5,19-08-2009
Tiruppur,Udumalpet,4.4,19-08-2009
Tiruppur,Dharapuram,5,22-08-2009
Tiruppur,Udumalpet,1.8,22-08-2009
Tiruppur,District Collector Office,3,02-09-2009
Tiruppur,Avinashi,2,02-09-2009
Tiruppur,Udumalpet,1.6,04-09-2009
Tiruppur,Udumalpet,2,05-09-2009
Tiruppur,Udumalpet,1,06-09-2009
Tiruppur,Palladam,40,14-09-2009
Tiruppur,District Collector Office,20,14-09-2009
Tiruppur,Avinashi,18,14-09-2009
Tiruppur,Dharapuram,12,14-09-2009
Tiruppur,moolanur,7,14-09-2009
Tiruppur,Kangeyam,2.6,14-09-2009
Tiruppur,Dharapuram,36,17-09-2009
Tiruppur,moolanur,15,17-09-2009
Tiruppur,Palladam,10,17-09-2009
Tiruppur,Udumalpet,7.6,17-09-2009
Tiruppur,District Collector Office,3.4,17-09-2009
Tiruppur,Kangeyam,3.4,17-09-2009
Tiruppur,Avinashi,2.1,17-09-2009
Tiruppur,moolanur,41,18-09-2009
Tiruppur,Kangeyam,31.6,18-09-2009
Tiruppur,Avinashi,23.3,18-09-2009
Tiruppur,Palladam,9,18-09-2009
Tiruppur,District Collector Office,7.2,18-09-2009
Tiruppur,Dharapuram,7,18-09-2009
Tiruppur,Udumalpet,2,18-09-2009
Tiruppur,Kangeyam,30.6,19-09-2009
Tiruppur,District Collector Office,23.5,19-09-2009
Tiruppur,Avinashi,20,19-09-2009
Tiruppur,Dharapuram,18,19-09-2009
Tiruppur,Palladam,2,19-09-2009
Tiruppur,moolanur,4,21-09-2009
Tiruppur,moolanur,14,22-09-2009
Tiruppur,Avinashi,10,22-09-2009
Tiruppur,District Collector Office,5.2,22-09-2009
Tiruppur,Udumalpet,2,22-09-2009
Tiruppur,Palladam,1.5,22-09-2009
Tiruppur,Dharapuram,9,23-09-2009
Tiruppur,District Collector Office,29.2,26-09-2009
Tiruppur,Avinashi,11.1,26-09-2009
Tiruppur,Avinashi,8.4,27-09-2009
Tiruppur,District Collector Office,1.4,27-09-2009
Tiruppur,Udumalpet,1,03-10-2009
Tiruppur,Udumalpet,1,04-10-2009
Tiruppur,moolanur,30,12-10-2009
Tiruppur,Dharapuram,10,12-10-2009
Tiruppur,Dharapuram,63,13-10-2009
Tiruppur,Avinashi,46,13-10-2009
Tiruppur,Udumalpet,26,13-10-2009
Tiruppur,District Collector Office,21,13-10-2009
Tiruppur,Kangeyam,18.2,13-10-2009
Tiruppur,Palladam,12,13-10-2009
Tiruppur,moolanur,10,13-10-2009
Tiruppur,Udumalpet,1,14-10-2009
Tiruppur,moolanur,50,15-10-2009
Tiruppur,Kangeyam,28,15-10-2009
Tiruppur,Dharapuram,12,15-10-2009
Tiruppur,District Collector Office,10,15-10-2009
Tiruppur,Udumalpet,5,16-10-2009
Tiruppur,Palladam,3,16-10-2009
Tiruppur,Kangeyam,23.2,29-10-2009
Tiruppur,Udumalpet,11,29-10-2009
Tiruppur,Dharapuram,2,29-10-2009
Tiruppur,Udumalpet,8.2,30-10-2009
Tiruppur,moolanur,1,30-10-2009
Tiruppur,District Collector Office,27,31-10-2009
Tiruppur,Palladam,20,31-10-2009
Tiruppur,Avinashi,9.4,31-10-2009
Tiruppur,Udumalpet,0.5,31-10-2009
Tiruppur,Kangeyam,23.2,01-11-2009
Tiruppur,Udumalpet,9,01-11-2009
Tiruppur,Dharapuram,4,01-11-2009
Tiruppur,moolanur,3,01-11-2009
Tiruppur,Dharapuram,8,02-11-2009
Tiruppur,Kangeyam,3.2,03-11-2009
Tiruppur,District Collector Office,3,03-11-2009
Tiruppur,Palladam,2,03-11-2009
Tiruppur,Dharapuram,2,03-11-2009
Tiruppur,Udumalpet,1.6,03-11-2009
Tiruppur,Avinashi,4,04-11-2009
Tiruppur,Udumalpet,45.2,05-11-2009
Tiruppur,Dharapuram,20,05-11-2009
Tiruppur,Avinashi,15.2,05-11-2009
Tiruppur,Palladam,15,05-11-2009
Tiruppur,Kangeyam,14,05-11-2009
Tiruppur,District Collector Office,7.6,05-11-2009
Tiruppur,moolanur,7,05-11-2009
Tiruppur,Udumalpet,22,06-11-2009
Tiruppur,Dharapuram,5,06-11-2009
Tiruppur,moolanur,5,06-11-2009
Tiruppur,Avinashi,3.2,06-11-2009
Tiruppur,District Collector Office,2,06-11-2009
Tiruppur,Palladam,1,06-11-2009
Tiruppur,Dharapuram,32,07-11-2009
Tiruppur,moolanur,26,07-11-2009
Tiruppur,Udumalpet,15.4,07-11-2009
Tiruppur,Palladam,12,07-11-2009
Tiruppur,District Collector Office,7,07-11-2009
Tiruppur,Kangeyam,4.6,07-11-2009
Tiruppur,Avinashi,3.3,07-11-2009
Tiruppur,Udumalpet,95,08-11-2009
Tiruppur,Dharapuram,80,08-11-2009
Tiruppur,Kangeyam,78,08-11-2009
Tiruppur,Palladam,53,08-11-2009
Tiruppur,moolanur,49,08-11-2009
Tiruppur,District Collector Office,39.7,08-11-2009
Tiruppur,Avinashi,38,08-11-2009
Tiruppur,Kangeyam,99.2,09-11-2009
Tiruppur,Dharapuram,73,09-11-2009
Tiruppur,Avinashi,67,09-11-2009
Tiruppur,District Collector Office,55,09-11-2009
Tiruppur,moolanur,54,09-11-2009
Tiruppur,Palladam,51,09-11-2009
Tiruppur,Udumalpet,12.4,09-11-2009
Tiruppur,Avinashi,29,10-11-2009
Tiruppur,Udumalpet,22,10-11-2009
Tiruppur,Palladam,14,10-11-2009
Tiruppur,Kangeyam,12.6,10-11-2009
Tiruppur,District Collector Office,10.5,10-11-2009
Tiruppur,Dharapuram,10,10-11-2009
Tiruppur,moolanur,6,10-11-2009
Tiruppur,Dharapuram,15,11-11-2009
Tiruppur,Palladam,4,11-11-2009
Tiruppur,District Collector Office,1,11-11-2009
Tiruppur,Udumalpet,1,11-11-2009
Tiruppur,moolanur,12,12-11-2009
Tiruppur,Udumalpet,7,12-11-2009
Tiruppur,Avinashi,11,14-11-2009
Tiruppur,Dharapuram,2,14-11-2009
Tiruppur,Udumalpet,1.2,14-11-2009
Tiruppur,Udumalpet,40,15-11-2009
Tiruppur,Avinashi,27,15-11-2009
Tiruppur,Palladam,22,15-11-2009
Tiruppur,Dharapuram,20,15-11-2009
Tiruppur,moolanur,13,15-11-2009
Tiruppur,District Collector Office,8,15-11-2009
Tiruppur,Kangeyam,5.8,15-11-2009
Tiruppur,Udumalpet,11,16-11-2009
Tiruppur,Kangeyam,4.4,16-11-2009
Tiruppur,Palladam,3,16-11-2009
Tiruppur,Avinashi,2,16-11-2009
Tiruppur,Dharapuram,2,16-11-2009
Tiruppur,District Collector Office,1.4,16-11-2009
Tiruppur,Avinashi,16,17-11-2009
Tiruppur,Palladam,11,17-11-2009
Tiruppur,Dharapuram,8,17-11-2009
Tiruppur,Kangeyam,7.4,17-11-2009
Tiruppur,moolanur,5,17-11-2009
Tiruppur,District Collector Office,3.2,17-11-2009
Tiruppur,Udumalpet,1.4,17-11-2009
Tiruppur,District Collector Office,1,19-11-2009
Tiruppur,Avinashi,16,20-11-2009
Tiruppur,Kangeyam,1.2,20-11-2009
Tiruppur,moolanur,28,22-11-2009
Tiruppur,Kangeyam,2.4,22-11-2009
Tiruppur,Udumalpet,13,23-11-2009
Tiruppur,Dharapuram,3,23-11-2009
Tiruppur,Kangeyam,1.2,23-11-2009
Tiruppur,District Collector Office,1,23-11-2009
Tiruppur,moolanur,2,24-11-2009
Tiruppur,Kangeyam,4,25-11-2009
Tiruppur,Palladam,3.55,25-11-2009
Tiruppur,Dharapuram,3,25-11-2009
Tiruppur,Udumalpet,1,02-12-2009
Tiruppur,Dharapuram,13,03-12-2009
Tiruppur,Kangeyam,12.8,03-12-2009
Tiruppur,moolanur,10,03-12-2009
Tiruppur,District Collector Office,1.3,03-12-2009
Tiruppur,Udumalpet,4,13-12-2009
Tiruppur,Dharapuram,2,13-12-2009
Tiruppur,Dharapuram,2,14-12-2009
Tiruppur,Udumalpet,0.5,14-12-2009
Tiruppur,Udumalpet,3,16-12-2009
Tiruppur,Dharapuram,1.8,16-12-2009
Tiruppur,Dharapuram,3,17-12-2009
Tiruppur,Udumalpet,2,17-12-2009
Tiruppur,Avinashi,6,18-12-2009
Tiruppur,District Collector Office,2,18-12-2009
Tiruppur,District Collector Office,0.5,20-12-2009
Tiruppur,Udumalpet,22,22-12-2009
Tiruppur,Dharapuram,15,22-12-2009
Tiruppur,Kangeyam,3.8,22-12-2009
Tiruppur,moolanur,24,23-12-2009
Tiruppur,Dharapuram,13,23-12-2009
Tiruppur,Udumalpet,5,23-12-2009
Tiruppur,Kangeyam,6.4,10-01-2010
Tiruppur,Dharapuram,4,10-01-2010
Tiruppur,Udumalpet,1,10-01-2010
Tiruppur,District Collector Office,0.4,10-01-2010
Tiruppur,Avinashi,2,25-02-2010
Tiruppur,Kangeyam,10.2,31-03-2010
Tiruppur,Avinashi,4,03-04-2010
Tiruppur,Kangeyam,6.4,09-04-2010
Tiruppur,Udumalpet,6,09-04-2010
Tiruppur,Dharapuram,9,14-04-2010
Tiruppur,moolanur,8,14-04-2010
Tiruppur,Kangeyam,3.6,14-04-2010
Tiruppur,Avinashi,4,18-04-2010
Tiruppur,Udumalpet,3.4,18-04-2010
Tiruppur,Palladam,3,18-04-2010
Tiruppur,District Collector Office,1.2,18-04-2010
Tiruppur,Avinashi,7,20-04-2010
Tiruppur,Udumalpet,11,21-04-2010
Tiruppur,Udumalpet,3,25-04-2010
Tiruppur,Dharapuram,45,01-05-2010
Tiruppur,Kangeyam,40,01-05-2010
Tiruppur,Avinashi,37,01-05-2010
Tiruppur,District Collector Office,35.2,01-05-2010
Tiruppur,Palladam,34,01-05-2010
Tiruppur,moolanur,21,01-05-2010
Tiruppur,Udumalpet,20,01-05-2010
Tiruppur,Dharapuram,11,04-05-2010
Tiruppur,moolanur,10,04-05-2010
Tiruppur,Kangeyam,9.2,05-05-2010
Tiruppur,Avinashi,8,05-05-2010
Tiruppur,Dharapuram,13,07-05-2010
Tiruppur,moolanur,12,07-05-2010
Tiruppur,Avinashi,5,07-05-2010
Tiruppur,Kangeyam,3.4,07-05-2010
Tiruppur,Palladam,16,09-05-2010
Tiruppur,Avinashi,30,16-05-2010
Tiruppur,Palladam,19,16-05-2010
Tiruppur,District Collector Office,10.1,16-05-2010
Tiruppur,Udumalpet,16,18-05-2010
Tiruppur,Kangeyam,5.2,18-05-2010
Tiruppur,Palladam,3,18-05-2010
Tiruppur,Avinashi,3,18-05-2010
Tiruppur,District Collector Office,2,18-05-2010
Tiruppur,Kangeyam,8.6,20-05-2010
Tiruppur,District Collector Office,1.1,20-05-2010
Tiruppur,Avinashi,2,24-05-2010
Tiruppur,Avinashi,6,31-05-2010
Tiruppur,District Collector Office,2.2,31-05-2010
Tiruppur,Dharapuram,37,03-06-2010
Tiruppur,Palladam,2,03-06-2010
Tiruppur,Udumalpet,22,04-06-2010
Tiruppur,Kangeyam,37.2,05-06-2010
Tiruppur,District Collector Office,6.1,05-06-2010
Tiruppur,Avinashi,18,06-06-2010
Tiruppur,District Collector Office,12.7,06-06-2010
Tiruppur,Udumalpet,5,13-06-2010
Tiruppur,Avinashi,3,13-06-2010
Tiruppur,Udumalpet,1,14-06-2010
Tiruppur,Dharapuram,34,21-06-2010
Tiruppur,moolanur,6,21-06-2010
Tiruppur,Avinashi,15,24-06-2010
Tiruppur,Udumalpet,4,03-07-2010
Tiruppur,Kangeyam,6.6,09-07-2010
Tiruppur,Avinashi,4,09-07-2010
Tiruppur,Kangeyam,14,10-07-2010
Tiruppur,Udumalpet,1,10-07-2010
Tiruppur,moolanur,36,11-07-2010
Tiruppur,Kangeyam,35.6,11-07-2010
Tiruppur,Dharapuram,33,11-07-2010
Tiruppur,Avinashi,11,11-07-2010
Tiruppur,Palladam,9,11-07-2010
Tiruppur,District Collector Office,7.4,11-07-2010
Tiruppur,Udumalpet,3,11-07-2010
Tiruppur,Kangeyam,6,12-07-2010
Tiruppur,Udumalpet,1,17-07-2010
Tiruppur,District Collector Office,0.02,17-07-2010
Tiruppur,Udumalpet,1,19-07-2010
Tiruppur,Udumalpet,2,21-07-2010
Tiruppur,Udumalpet,1,22-07-2010
Tiruppur,Udumalpet,1,27-07-2010
Tiruppur,Udumalpet,1.4,28-07-2010
Tiruppur,Udumalpet,2.6,29-07-2010
Tiruppur,Udumalpet,10,30-07-2010
Tiruppur,Avinashi,2,30-07-2010
Tiruppur,Udumalpet,1.6,31-07-2010
Tiruppur,Udumalpet,1.4,04-08-2010
Tiruppur,Avinashi,1,09-08-2010
Tiruppur,Avinashi,18,10-08-2010
Tiruppur,Palladam,6,10-08-2010
Tiruppur,District Collector Office,5.2,10-08-2010
Tiruppur,Dharapuram,6,14-08-2010
Tiruppur,Dharapuram,15,15-08-2010
Tiruppur,moolanur,8,15-08-2010
Tiruppur,Udumalpet,4.4,15-08-2010
Tiruppur,Udumalpet,6.4,16-08-2010
Tiruppur,Avinashi,3,16-08-2010
Tiruppur,Palladam,5.5,17-08-2010
Tiruppur,Udumalpet,1.4,17-08-2010
Tiruppur,District Collector Office,26.2,20-08-2010
Tiruppur,Palladam,14,20-08-2010
Tiruppur,Dharapuram,45,21-08-2010
Tiruppur,District Collector Office,28.4,21-08-2010
Tiruppur,Palladam,21,21-08-2010
Tiruppur,Avinashi,12,21-08-2010
Tiruppur,Kangeyam,9.2,21-08-2010
Tiruppur,Udumalpet,8,21-08-2010
Tiruppur,moolanur,4,21-08-2010
Tiruppur,moolanur,9,22-08-2010
Tiruppur,Kangeyam,1.4,22-08-2010
Tiruppur,Avinashi,1,22-08-2010
Tiruppur,Avinashi,7.2,24-08-2010
Tiruppur,District Collector Office,2.8,24-08-2010
Tiruppur,Avinashi,1,25-08-2010
Tiruppur,Udumalpet,1,26-08-2010
Tiruppur,Udumalpet,1,31-08-2010
Tiruppur,Avinashi,2,12-09-2010
Tiruppur,Avinashi,3,13-09-2010
Tiruppur,District Collector Office,1,13-09-2010
Tiruppur,Kangeyam,11.2,14-09-2010
Tiruppur,District Collector Office,1.8,14-09-2010
Tiruppur,District Collector Office,2.1,17-09-2010
Tiruppur,Avinashi,2,18-09-2010
Tiruppur,Palladam,111,23-09-2010
Tiruppur,Dharapuram,107.2,23-09-2010
Tiruppur,moolanur,76,23-09-2010
Tiruppur,Kangeyam,46.2,23-09-2010
Tiruppur,Udumalpet,26,23-09-2010
Tiruppur,District Collector Office,19.3,23-09-2010
Tiruppur,Avinashi,17,23-09-2010
Tiruppur,Kangeyam,15.8,24-09-2010
Tiruppur,Avinashi,16,26-09-2010
Tiruppur,District Collector Office,1.3,26-09-2010
Tiruppur,Udumalpet,28,27-09-2010
Tiruppur,District Collector Office,4.2,27-09-2010
Tiruppur,Palladam,3,27-09-2010
Tiruppur,Avinashi,3,27-09-2010
Tiruppur,Udumalpet,1,29-09-2010
Tiruppur,Udumalpet,11,01-10-2010
Tiruppur,Kangeyam,12.2,02-10-2010
Tiruppur,Dharapuram,112.2,03-10-2010
Tiruppur,moolanur,80,03-10-2010
Tiruppur,Kangeyam,59.2,03-10-2010
Tiruppur,Udumalpet,27,03-10-2010
Tiruppur,Palladam,6.3,03-10-2010
Tiruppur,District Collector Office,4.4,03-10-2010
Tiruppur,Avinashi,2,03-10-2010
Tiruppur,Palladam,70,04-10-2010
Tiruppur,District Collector Office,35,04-10-2010
Tiruppur,Avinashi,27,04-10-2010
Tiruppur,Kangeyam,10.6,04-10-2010
Tiruppur,Udumalpet,7,04-10-2010
Tiruppur,moolanur,6,04-10-2010
Tiruppur,Dharapuram,1,04-10-2010
Tiruppur,moolanur,96,09-10-2010
Tiruppur,Avinashi,24,09-10-2010
Tiruppur,District Collector Office,1,09-10-2010
Tiruppur,Avinashi,13,15-10-2010
Tiruppur,District Collector Office,2,19-10-2010
Tiruppur,District Collector Office,5.4,20-10-2010
Tiruppur,Avinashi,1,20-10-2010
Tiruppur,Kangeyam,9.6,21-10-2010
Tiruppur,moolanur,62,27-10-2010
Tiruppur,Palladam,41,27-10-2010
Tiruppur,District Collector Office,18,27-10-2010
Tiruppur,Dharapuram,6,27-10-2010
Tiruppur,Avinashi,5,27-10-2010
Tiruppur,Dharapuram,54,28-10-2010
Tiruppur,Udumalpet,38,28-10-2010
Tiruppur,Palladam,31,28-10-2010
Tiruppur,District Collector Office,18.4,28-10-2010
Tiruppur,Kangeyam,16.2,28-10-2010
Tiruppur,moolanur,13,28-10-2010
Tiruppur,Avinashi,2,28-10-2010
Tiruppur,Udumalpet,47,29-10-2010
Tiruppur,Kangeyam,40,29-10-2010
Tiruppur,moolanur,36,29-10-2010
Tiruppur,Dharapuram,6,29-10-2010
Tiruppur,Avinashi,3,29-10-2010
Tiruppur,Palladam,1,29-10-2010
Tiruppur,moolanur,20,30-10-2010
Tiruppur,Dharapuram,18,30-10-2010
Tiruppur,Palladam,0.5,30-10-2010
Tiruppur,moolanur,44,31-10-2010
Tiruppur,Palladam,23,31-10-2010
Tiruppur,Udumalpet,22,31-10-2010
Tiruppur,Dharapuram,14,31-10-2010
Tiruppur,District Collector Office,5.2,31-10-2010
Tiruppur,Avinashi,3,31-10-2010
Tiruppur,Kangeyam,2.4,31-10-2010
Tiruppur,Dharapuram,39,01-11-2010
Tiruppur,Avinashi,2,01-11-2010
Tiruppur,Udumalpet,1,01-11-2010
Tiruppur,Avinashi,4,02-11-2010
Tiruppur,Dharapuram,4,03-11-2010
Tiruppur,moolanur,26,04-11-2010
Tiruppur,Avinashi,11.2,04-11-2010
Tiruppur,District Collector Office,10.2,04-11-2010
Tiruppur,Dharapuram,10,04-11-2010
Tiruppur,Palladam,7,04-11-2010
Tiruppur,Udumalpet,2,04-11-2010
Tiruppur,Avinashi,139,05-11-2010
Tiruppur,Dharapuram,50,05-11-2010
Tiruppur,Kangeyam,29.6,05-11-2010
Tiruppur,District Collector Office,20.4,05-11-2010
Tiruppur,Udumalpet,17,05-11-2010
Tiruppur,Palladam,10.2,05-11-2010
Tiruppur,moolanur,10,05-11-2010
Tiruppur,Dharapuram,37,06-11-2010
Tiruppur,Kangeyam,33.4,06-11-2010
Tiruppur,Palladam,26,06-11-2010
Tiruppur,District Collector Office,13,06-11-2010
Tiruppur,moolanur,10,06-11-2010
Tiruppur,Avinashi,7,06-11-2010
Tiruppur,Udumalpet,5,06-11-2010
Tiruppur,moolanur,42,09-11-2010
Tiruppur,Kangeyam,19.6,09-11-2010
Tiruppur,Udumalpet,52,10-11-2010
Tiruppur,Palladam,52,10-11-2010
Tiruppur,Kangeyam,47.6,10-11-2010
Tiruppur,Avinashi,38,10-11-2010
Tiruppur,Dharapuram,34,10-11-2010
Tiruppur,District Collector Office,20,10-11-2010
Tiruppur,moolanur,13,10-11-2010
Tiruppur,Udumalpet,24.6,11-11-2010
Tiruppur,Dharapuram,2,11-11-2010
Tiruppur,Palladam,1,11-11-2010
Tiruppur,Avinashi,14,12-11-2010
Tiruppur,Kangeyam,6.2,12-11-2010
Tiruppur,Dharapuram,4,12-11-2010
Tiruppur,Udumalpet,1.6,12-11-2010
Tiruppur,Palladam,1,12-11-2010
Tiruppur,moolanur,46,13-11-2010
Tiruppur,Kangeyam,21.6,13-11-2010
Tiruppur,District Collector Office,7,13-11-2010
Tiruppur,Dharapuram,3,13-11-2010
Tiruppur,Palladam,1,13-11-2010
Tiruppur,Avinashi,1,14-11-2010
Tiruppur,moolanur,20,17-11-2010
Tiruppur,Dharapuram,12,17-11-2010
Tiruppur,Udumalpet,8.6,17-11-2010
Tiruppur,Palladam,6,17-11-2010
Tiruppur,Kangeyam,3.2,17-11-2010
Tiruppur,moolanur,6,18-11-2010
Tiruppur,Palladam,4,18-11-2010
Tiruppur,Kangeyam,3.2,18-11-2010
Tiruppur,Udumalpet,2.2,18-11-2010
Tiruppur,Udumalpet,39,19-11-2010
Tiruppur,Dharapuram,2,19-11-2010
Tiruppur,Avinashi,48,20-11-2010
Tiruppur,Palladam,29,20-11-2010
Tiruppur,District Collector Office,18.4,20-11-2010
Tiruppur,Kangeyam,3.2,20-11-2010
Tiruppur,Udumalpet,73,21-11-2010
Tiruppur,moolanur,64,21-11-2010
Tiruppur,Dharapuram,45,21-11-2010
Tiruppur,Avinashi,44,21-11-2010
Tiruppur,Kangeyam,36,21-11-2010
Tiruppur,District Collector Office,20,21-11-2010
Tiruppur,Palladam,19,21-11-2010
Tiruppur,Dharapuram,105,22-11-2010
Tiruppur,Udumalpet,27,22-11-2010
Tiruppur,District Collector Office,20,22-11-2010
Tiruppur,Palladam,20,22-11-2010
Tiruppur,Kangeyam,12.6,22-11-2010
Tiruppur,Avinashi,8,22-11-2010
Tiruppur,Palladam,23,23-11-2010
Tiruppur,Kangeyam,21,23-11-2010
Tiruppur,Udumalpet,17,23-11-2010
Tiruppur,Dharapuram,16,23-11-2010
Tiruppur,District Collector Office,15.2,23-11-2010
Tiruppur,Avinashi,15,23-11-2010
Tiruppur,Avinashi,40,24-11-2010
Tiruppur,Kangeyam,8.8,24-11-2010
Tiruppur,District Collector Office,6.3,24-11-2010
Tiruppur,Palladam,6,24-11-2010
Tiruppur,Dharapuram,5,24-11-2010
Tiruppur,moolanur,43,25-11-2010
Tiruppur,Kangeyam,14.2,25-11-2010
Tiruppur,Palladam,13,25-11-2010
Tiruppur,Udumalpet,11,25-11-2010
Tiruppur,Dharapuram,7,25-11-2010
Tiruppur,Avinashi,5,25-11-2010
Tiruppur,District Collector Office,4.2,25-11-2010
Tiruppur,Udumalpet,5,26-11-2010
Tiruppur,Dharapuram,4,26-11-2010
Tiruppur,Kangeyam,2.6,26-11-2010
Tiruppur,moolanur,2,26-11-2010
Tiruppur,Palladam,1,26-11-2010
Tiruppur,Udumalpet,12,27-11-2010
Tiruppur,Kangeyam,2.4,27-11-2010
Tiruppur,Dharapuram,2,27-11-2010
Tiruppur,Avinashi,2,27-11-2010
Tiruppur,Palladam,0.5,27-11-2010
Tiruppur,Udumalpet,9,28-11-2010
Tiruppur,Dharapuram,2,28-11-2010
Tiruppur,Dharapuram,43,29-11-2010
Tiruppur,moolanur,40,29-11-2010
Tiruppur,Udumalpet,27,29-11-2010
Tiruppur,Palladam,17,29-11-2010
Tiruppur,Kangeyam,10,29-11-2010
Tiruppur,Avinashi,4,29-11-2010
Tiruppur,District Collector Office,2.4,29-11-2010
Tiruppur,Dharapuram,28,02-12-2010
Tiruppur,Udumalpet,26,02-12-2010
Tiruppur,Palladam,20,02-12-2010
Tiruppur,moolanur,19,02-12-2010
Tiruppur,Kangeyam,17.6,02-12-2010
Tiruppur,District Collector Office,14,02-12-2010
Tiruppur,Avinashi,9,02-12-2010
Tiruppur,Dharapuram,65,03-12-2010
Tiruppur,Kangeyam,40.2,03-12-2010
Tiruppur,Udumalpet,33,03-12-2010
Tiruppur,Palladam,31,03-12-2010
Tiruppur,moolanur,24,03-12-2010
Tiruppur,Avinashi,15,03-12-2010
Tiruppur,District Collector Office,8.4,03-12-2010
Tiruppur,Kangeyam,15.6,15-12-2010
Tiruppur,Avinashi,11,15-12-2010
Tiruppur,District Collector Office,4.4,15-12-2010
